song_name;name_artists;popularity;explicit;song_type;num_artists;num_available_markets;release_date;duration_ms;key;mode;time_signature;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo
I Just Called To Say I Love You;['Stevie Wonder'];74;False;Solo;1;79;1999-11-23;262240;1;1;4;0.243;0.748;0.551;1.57e-06;0.0943;-9.054;0.0239;0.65;113.535
Strut;['Sheena Easton'];41;False;Solo;1;78;1995-04-01;240960;1;1;4;0.295;0.91;0.751;0.00214;0.141;-11.29;0.039;0.975;114.659
Pride (In The Name Of Love);['U2'];36;False;Solo;1;79;1998-11-02;228467;4;1;4;0.000891;0.456;0.87;0.00185;0.781;-5.393;0.0306;0.734;105.83
Better Be Good To Me;['Tina Turner'];42;False;Solo;1;78;2008-09-30;310867;8;1;4;0.0289;0.709;0.807;0.00852;0.106;-4.717;0.0454;0.738;120.718
Caribbean Queen (No More Love On the Run);['Billy Ocean'];62;False;Solo;1;78;2016-04-29;244320;5;1;4;0.17;0.791;0.693;3.26e-05;0.0889;-6.113;0.0264;0.956;113.806
Walking On A Thin Line;['Huey Lewis & The News'];40;False;Solo;1;77;2013-01-01;310667;2;1;4;0.00108;0.679;0.6;4.7e-05;0.105;-8.658;0.0313;0.695;128.235
Hard Habit to Break;['Chicago'];39;False;Solo;1;61;2005-01-25;284907;2;1;4;0.552;0.592;0.567;1.04e-06;0.0782;-6.501;0.0273;0.425;81.155
The Greatest Gift of All;['Dolly Parton', 'Kenny Rogers'];7;False;Collaboration;2;78;2016-10-14;223133;8;1;4;0.464;0.475;0.355;8.7e-05;0.164;-9.115;0.0256;0.125;137.677
Amnesia;['Shalamar'];1;False;Solo;1;71;2002-01-01;336600;8;1;4;0.0169;0.639;0.717;0.000325;0.213;-9.006;0.0448;0.79;79.955
Let It All Blow;['Dazz Band'];1;False;Solo;1;79;2003-06-24;330720;1;1;4;0.0021;0.601;0.598;0.872;0.95;-13.141;0.0399;0.647;93.933
Heaven (Must Be There);['Eurogliders'];24;False;Solo;1;76;2011-10-07;221507;2;1;4;0.0308;0.665;0.764;0.00017;0.0935;-8.075;0.0294;0.843;122.529
Teacher, Teacher;['38 Special'];36;False;Solo;1;74;2003-01-01;192640;0;1;4;0.00147;0.409;0.954;0.0;0.0961;-4.147;0.0607;0.725;157.411
Bop 'Til You Drop;['Rick Springfield'];10;False;Solo;1;76;1999-01-01;257667;11;0;4;0.0395;0.706;0.777;7.19e-06;0.307;-7.508;0.0394;0.653;115.488
Are We Ourselves?;['The Fixx'];25;False;Solo;1;70;1999-01-01;149267;7;1;4;0.00775;0.637;0.753;0.00383;0.261;-10.839;0.0459;0.971;139.279
Body Rock;['Maria Vidal'];37;False;Solo;1;77;2012-01-01;222173;3;1;4;0.253;0.73;0.537;8.35e-05;0.0382;-11.27;0.0332;0.788;120.437
The Medicine Song;['Stephanie Mills'];17;False;Solo;1;62;1995-01-01;292600;7;1;4;0.0804;0.769;0.625;0.000293;0.123;-10.511;0.0479;0.658;113.43
The Allnighter;['Glenn Frey'];14;False;Solo;1;79;2018-04-27;264307;7;0;4;0.508;0.545;0.959;0.000168;0.338;-5.427;0.318;0.657;162.998
Love Kills;['Freddie Mercury'];48;False;Solo;1;77;2016-09-02;270013;5;0;4;0.000907;0.665;0.704;0.00262;0.0716;-9.256;0.0428;0.252;126.737
Say Hello to Ronnie;['Janey Street'];0;False;Solo;1;77;1998-01-01;277160;2;1;4;0.0197;0.679;0.804;0.0015;0.0763;-6.933;0.036;0.51;130.254
Torture;['The Jacksons'];54;False;Solo;1;79;2017-09-27;293120;8;1;4;0.0179;0.754;0.836;2.53e-06;0.35;-4.703;0.0425;0.965;131.131
Sunglasses at Night;['Corey Hart'];53;False;Solo;1;79;2017-10-27;233773;10;0;4;0.475;0.664;0.716;0.000307;0.618;-8.199;0.0521;0.752;127.501
High Energy;['Evelyn Thomas'];39;False;Solo;1;79;2015-01-18;409600;10;0;4;0.143;0.956;0.765;0.0461;0.25;-12.772;0.0619;0.711;124.252
If Ever You're in My Arms Again;['Peabo Bryson'];59;False;Solo;1;78;2005-03-22;255720;3;0;4;0.667;0.599;0.442;0.0;0.143;-9.755;0.0239;0.415;96.213
The Real End;['Rickie Lee Jones'];17;False;Solo;1;77;2005-11-22;304107;10;1;4;0.44;0.539;0.269;0.00053;0.0726;-15.75;0.033;0.6;130.496
Slow Dancin';['Peabo Bryson'];1;False;Solo;1;78;2019-06-01;234693;1;0;4;0.517;0.606;0.645;2.84e-06;0.0669;-11.953;0.0711;0.814;157.928
Only When You Leave;['Spandau Ballet'];52;False;Solo;1;76;2000-05-15;301400;7;0;4;0.355;0.667;0.775;0.000212;0.0863;-6.842;0.0287;0.841;136.91
17;['Rick James'];26;False;Solo;1;79;2002-06-18;249653;1;1;4;0.0176;0.795;0.732;0.000784;0.499;-10.487;0.0562;0.874;119.315
Panama;['Van Halen'];43;False;Solo;1;78;1996-09-24;212640;8;1;4;0.00135;0.515;0.987;0.000195;0.0697;-5.391;0.108;0.298;141.258
Alibis;['Sérgio Mendes', 'Joe Pizullo'];21;False;Collaboration;2;53;2019-07-26;242707;9;1;4;0.3;0.843;0.511;9.78e-05;0.0714;-13.052;0.0288;0.79;107.14
Two Sides Of Love;['Sammy Hagar'];25;False;Solo;1;71;2004-01-01;221400;4;1;4;0.0013;0.451;0.871;0.0;0.142;-5.192;0.0439;0.613;126.803
Borderline;['Madonna'];54;False;Solo;1;73;2009-09-18;238360;2;1;4;0.082;0.807;0.764;3.87e-05;0.115;-5.186;0.0312;0.371;119.867
Bullish;['Herb Alpert & The Tijuana Brass'];26;False;Solo;1;78;2017-02-24;286200;9;0;4;0.144;0.755;0.61;0.862;0.0852;-11.532;0.0367;0.521;100.033
Dance Hall Days;['Wang Chung'];41;False;Solo;1;60;2007-01-01;234680;0;1;4;0.306;0.673;0.686;0.0101;0.318;-11.098;0.0417;0.512;102.726
I'm Free (Heaven Helps the Man );['Kenny Loggins'];46;False;Solo;1;78;2002-01-01;226267;8;1;4;0.0901;0.585;0.807;0.0;0.27;-6.308;0.039;0.814;160.253
Romancing the Stone;['Dubble Trubble'];14;False;Solo;1;79;2013-01-05;210240;6;0;4;0.0161;0.67;0.898;0.000115;0.142;-11.839;0.227;0.373;147.923
Here She Comes;['Bonnie Tyler'];30;False;Solo;1;78;2009-03-26;201880;1;1;4;0.245;0.764;0.504;2.28e-05;0.0629;-11.743;0.0293;0.961;94.631
The Reflex;['Duran Duran'];48;False;Solo;1;78;1998-11-09;266933;0;1;4;0.123;0.556;0.9;0.0;0.571;-6.11;0.097;0.804;126.686
I Send A Message;['INXS'];39;False;Solo;1;76;2011-01-01;202427;0;1;4;0.0788;0.816;0.508;0.532;0.0745;-6.839;0.0644;0.666;136.439
Next Love;['Deniece Williams'];13;False;Solo;1;79;2016-04-01;275787;0;1;4;0.284;0.844;0.767;0.00546;0.055;-7.615;0.101;0.814;125.049
The Heart Of Rock And Roll;['Huey Lewis & The News'];54;False;Solo;1;77;2013-01-01;304920;10;1;4;0.0303;0.594;0.77;0.00013;0.222;-8.824;0.0376;0.961;143.268
Taking It All Too Hard;['Daryl Stuermer'];5;False;Solo;1;79;2000-01-01;258067;4;1;4;0.471;0.65;0.688;0.584;0.0577;-9.441;0.0302;0.914;115.725
Stay the Night;['Chicago'];31;False;Solo;1;78;2002-07-02;231333;0;1;4;0.201;0.691;0.67;3.51e-06;0.0495;-5.337;0.0331;0.748;84.261
First Day of Summer;['Tony Carey'];6;False;Solo;1;75;2008-01-01;224908;2;0;4;0.0972;0.768;0.823;0.000361;0.53;-9.405;0.0294;0.956;116.289
Somebody Else's Guy;['Jocelyn Brown'];42;False;Solo;1;79;2007-10-29;241627;6;1;4;0.198;0.803;0.778;0.000719;0.0513;-9.82;0.116;0.746;103.203
Let's Hear It for the Boy;['Deniece Williams'];60;False;Solo;1;79;2016-04-01;262440;0;1;4;0.0761;0.808;0.485;0.00414;0.0477;-8.829;0.056;0.714;122.659
Still Loving You;['Scorpions'];70;False;Solo;1;65;2011-11-04;403453;6;0;4;0.0047;0.282;0.605;0.00144;0.103;-4.916;0.0294;0.0783;103.929
Don't Walk Away;['Rick Springfield'];21;False;Solo;1;79;1999-03-20;218893;2;1;4;0.0289;0.58;0.737;8.18e-06;0.343;-7.887;0.0314;0.327;122.053
Feels So Real (Won't Let Go);['Patrice Rushen'];39;False;Solo;1;79;2017-12-06;409520;9;0;4;0.0414;0.898;0.506;0.091;0.0281;-7.077;0.059;0.777;104.34
You Can't Get What You Want;['Joe Jackson'];7;False;Solo;1;79;2004-01-20;193267;7;0;4;0.479;0.473;0.964;0.0112;0.414;-5.364;0.0755;0.644;129.16
A Little Love;['Juice Newton'];2;False;Solo;1;78;2017-04-24;232628;2;1;4;0.156;0.494;0.672;0.0;0.328;-7.915;0.0341;0.625;145.133
Against All Odds (Take a Look At Me Now);['Sweet Little Band'];20;False;Solo;1;79;2012-09-27;204360;0;1;5;0.591;0.521;0.259;0.675;0.0598;-13.57;0.0344;0.219;120.011
The Moment Of The Truth;['Survivor'];40;False;Solo;1;73;2010-01-01;224773;2;1;4;0.136;0.677;0.776;0.000272;0.174;-8.473;0.0405;0.5;138.902
Run Runaway;['Black Country Rockers'];10;False;Solo;1;77;2013-06-24;221067;9;1;4;0.000463;0.557;0.749;0.00184;0.119;-10.311;0.0536;0.615;130.799
South Central Rain - I'm Sorry;['Vitamin String Quartet'];1;False;Solo;1;79;2003-09-23;277467;2;0;4;0.438;0.5;0.442;0.0254;0.0999;-6.405;0.029;0.346;139.991
Young Thing, Wild Dreams (Rock Me);['Red Rider'];8;False;Solo;1;78;2010-01-01;212333;9;1;4;0.0443;0.74;0.53;1.25e-05;0.31;-12.335;0.037;0.924;111.099
So You Ran;['Orion The Hunter'];11;False;Solo;1;78;1999-01-01;306800;2;0;4;0.0019;0.622;0.606;0.0352;0.329;-13.598;0.0297;0.835;119.493
I Lost On Jeopardy;"['""Weird Al"" Yankovic']";28;False;Solo;1;79;2009-01-01;207880;5;0;4;0.277;0.884;0.776;1.99e-05;0.0407;-8.345;0.0426;0.792;113.122
Freakshow on the Dance Floor;['The Bar-Kays'];41;False;Solo;1;78;2008-04-22;288960;10;0;4;0.102;0.868;0.83;0.0509;0.0432;-8.101;0.0573;0.966;130.558
The Ghost in You;['The Psychedelic Furs'];51;False;Solo;1;79;2017-10-27;255773;10;1;4;0.00719;0.578;0.653;6.89e-05;0.189;-8.839;0.0273;0.755;123.356
Footloose;['Kenny Loggins'];69;False;Solo;1;79;1997-03-25;220707;9;1;4;0.0819;0.546;0.895;1.42e-05;0.0768;-7.189;0.0579;0.494;174.089
No More Words;['Berlin'];30;False;Solo;1;79;2007-01-01;230987;5;1;4;0.00104;0.708;0.735;2.62e-06;0.0668;-4.227;0.0418;0.747;130.958
Heart Don't Lie;['Latoya Jackson'];9;False;Solo;1;79;2014-04-18;277467;0;1;4;0.277;0.74;0.769;0.000691;0.322;-10.636;0.0418;0.97;135.819
It's My Life;['Talk Talk'];53;False;Solo;1;78;1997-01-27;233453;0;1;4;0.0733;0.599;0.907;0.533;0.474;-4.406;0.0445;0.833;126.275
Give Me Tonight;['Shannon'];42;False;Solo;1;79;2000-12-01;233493;9;0;4;0.0199;0.697;0.979;0.0127;0.317;-7.262;0.0538;0.583;119.083
White Horse;['Laid Back'];42;False;Solo;1;78;2008-10-06;237320;7;1;4;0.00254;0.812;0.554;0.698;0.0558;-10.978;0.0567;0.785;123.289
I Want To Break Free;['Queen'];69;False;Solo;1;77;2018-10-19;223080;4;1;4;0.105;0.807;0.414;2.57e-05;0.0813;-8.903;0.0352;0.502;108.944
I Pretend;['Kim Carnes'];25;False;Solo;1;78;2011-01-01;247133;1;0;4;0.713;0.692;0.59;2.61e-05;0.252;-8.602;0.0265;0.639;112.203
There's No Easy Way;['James Ingram'];16;False;Solo;1;78;2019-08-23;230560;8;1;4;0.737;0.588;0.291;0.0;0.109;-10.588;0.0333;0.17;127.715
Original Sin;['INXS'];56;False;Solo;1;76;2011-01-01;317240;9;1;4;0.0136;0.685;0.633;0.000106;0.0935;-7.259;0.0377;0.731;131.397
A Fine, Fine Day;['Tony Carey'];31;False;Solo;1;79;2018-06-25;265600;8;1;4;0.0591;0.639;0.579;0.00394;0.769;-9.326;0.0342;0.754;113.225
Somebody's Watching Me;['Rockwell'];38;False;Solo;1;56;2010-06-28;293587;1;0;4;0.116;0.794;0.579;2.97e-05;0.0576;-7.507;0.0348;0.874;123.922
Jump;['Van Halen'];55;False;Solo;1;78;1996-09-24;239560;0;1;4;0.0745;0.547;0.822;0.00943;0.0645;-7.201;0.0292;0.774;130.138
I Cry Just a Little Bit;"[""Shakin' Stevens""]";21;False;Solo;1;77;2011-10-28;192987;11;1;4;0.125;0.795;0.76;0.0;0.0992;-4.981;0.0482;0.776;124.286
I Want A New Drug;['Huey Lewis & The News'];50;False;Solo;1;79;2006-01-01;211840;2;1;4;0.0786;0.672;0.897;6.4e-06;0.389;-4.92;0.0541;0.777;110.289
Give It Up;['KC & The Sunshine Band'];64;False;Solo;1;75;1998-02-16;245800;3;1;4;0.08;0.84;0.654;0.000259;0.063;-12.135;0.0621;0.841;125.68
Come Back and Stay;['Paul Young'];49;False;Solo;1;79;2003-07-01;263373;6;0;4;0.131;0.639;0.861;1.19e-05;0.163;-6.051;0.0917;0.781;130.546
We're Going All The Way;['Jeffrey Osborne'];15;False;Solo;1;79;2009-07-07;126107;10;1;4;0.645;0.429;0.532;0.0;0.585;-6.842;0.0435;0.266;115.228
Illegal Alien;['Knight Instrumental'];0;False;Solo;1;79;2015-02-10;373183;10;1;4;0.00948;0.627;0.313;0.586;0.122;-19.486;0.0562;0.961;119.995
Communication;['Spandau Ballet'];29;False;Solo;1;76;2000-05-15;205347;0;1;3;0.295;0.582;0.744;3.34e-05;0.0378;-4.383;0.0572;0.529;114.128
Hunters Of The Night;['Mr. Mister'];21;False;Solo;1;79;1998-03-16;246440;2;1;4;0.026;0.56;0.533;0.000217;0.0695;-11.336;0.029;0.868;163.799
The Language of Love;['Dan Fogelberg'];11;False;Solo;1;79;2001-01-01;222667;2;1;4;0.0824;0.645;0.637;0.00105;0.359;-6.293;0.0293;0.899;122.463
Devil In A Fast Car;['Sheena Easton'];2;False;Solo;1;78;2014-11-24;240827;0;1;4;0.547;0.731;0.503;1.38e-05;0.0756;-11.687;0.0355;0.571;109.965
Let's Stay Together;['Tina Turner'];41;False;Solo;1;76;2004-11-01;318693;8;0;4;0.572;0.427;0.791;0.000537;0.129;-5.654;0.078;0.462;102.389
Jimmy Loves Maryann;['Josie Cotton'];7;False;Solo;1;76;2006-06-20;210480;1;1;4;0.0407;0.522;0.888;0.00122;0.328;-9.899;0.0322;0.887;142.995
New Moon on Monday;['Duran Duran'];34;False;Solo;1;78;1998-11-09;258880;7;1;4;0.369;0.67;0.87;0.0;0.579;-4.694;0.0812;0.738;122.277
New Song;['Howard Jones'];11;False;Solo;1;79;2003-05-08;255520;0;1;4;0.182;0.794;0.806;0.177;0.0483;-5.388;0.0567;0.84;112.386
Let The Music Play;['Shannon'];52;False;Solo;1;79;2000-12-01;216000;10;0;4;0.0038;0.765;0.872;0.482;0.275;-6.993;0.119;0.901;118.074
No Parking On the Dance Floor;['Midnight Star'];34;False;Solo;1;79;2014-06-03;268433;0;1;4;0.0346;0.979;0.919;0.000396;0.102;-2.225;0.0896;0.969;124.898
Nobody Told Me;['John Lennon'];23;False;Solo;1;79;2010-10-05;215533;2;1;4;0.146;0.7;0.863;0.000441;0.0349;-8.537;0.0375;0.907;118.389
Joystick;['Dazz Band'];15;False;Solo;1;79;2003-06-24;342320;7;1;4;0.0317;0.724;0.672;0.175;0.967;-13.309;0.0403;0.854;125.275
Joanna;['Kool & The Gang'];44;False;Solo;1;79;1999-03-01;239627;10;1;4;0.489;0.857;0.602;0.0244;0.317;-8.311;0.029;0.957;105.157
The Politics of Dancing;['Re-Flex'];9;False;Solo;1;77;2018-09-28;227027;11;1;4;0.293;0.692;0.909;0.000261;0.209;-10.445;0.0406;0.84;127.032
Don't Let Go;['Wang Chung'];26;False;Solo;1;79;2015-06-16;260733;3;0;4;0.197;0.634;0.859;0.000619;0.0828;-5.68;0.0826;0.417;140.781
This Woman;['Kenny Rogers'];36;False;Solo;1;79;2018-09-21;238293;7;0;4;0.156;0.705;0.84;3.01e-06;0.337;-4.496;0.0317;0.906;116.409
That's All;['Genesis'];39;False;Solo;1;76;2004-11-29;265147;4;0;4;0.237;0.615;0.705;0.024;0.0814;-5.256;0.0381;0.792;175.354
Taxi;['J. Blackfoot'];30;False;Solo;1;78;2002-01-01;302867;9;0;4;0.093;0.416;0.468;0.0;0.354;-11.786;0.0469;0.27;67.713
Holiday;['Madonna'];63;False;Solo;1;73;2009-09-18;368280;11;0;4;0.0542;0.854;0.796;0.00184;0.151;-5.567;0.0399;0.946;115.625
Body Talk;['The Deele'];20;False;Solo;1;71;2014-09-29;339549;9;0;4;0.073;0.939;0.613;0.000293;0.0466;-6.101;0.0781;0.823;124.703
Twist of Fate;['Olivia Newton-John'];54;False;Solo;1;79;2017-10-27;217053;1;0;4;0.212;0.608;0.737;0.000202;0.0995;-7.573;0.0369;0.632;164.345
Stay With Me Tonight;['Jeffrey Osborne'];15;False;Solo;1;79;2009-07-07;302267;7;0;4;0.126;0.531;0.892;0.0;0.923;-4.572;0.213;0.549;119.196
The Curly Shuffle;"[""Jump 'N' The Saddle Band""]";20;False;Solo;1;78;2004-11-09;174707;9;1;4;0.156;0.632;0.484;0.0;0.153;-11.772;0.104;0.873;80.687
Union of the Snake;['Duran Duran'];35;False;Solo;1;78;1998-11-09;264133;11;0;4;0.231;0.705;0.846;2.1e-05;0.71;-4.618;0.0466;0.86;115.076
Over My Head;['Toni Basil'];16;False;Solo;1;78;1997-01-01;200586;4;0;4;0.0426;0.756;0.707;0.000292;0.21;-6.943;0.0342;0.442;126.384
Love Is A Battlefield;['Pat Benatar'];59;False;Solo;1;77;2001-10-15;247027;7;1;4;0.0153;0.683;0.637;0.0275;0.0945;-11.906;0.049;0.884;90.637
Action;"['Evelyn ""Champagne"" King']";17;False;Solo;1;79;2015-03-23;350987;0;1;4;0.022;0.835;0.666;0.0393;0.0918;-8.805;0.0417;0.811;120.007
I Will Follow;['U2'];32;False;Solo;1;79;1998-11-02;215840;8;1;4;0.000287;0.362;0.912;3.33e-05;0.241;-7.292;0.0686;0.606;155.159
Undercover (Of The Night);['The Rolling Stones'];32;False;Solo;1;79;2019-04-19;273427;5;0;4;0.0259;0.603;0.968;0.00767;0.375;-5.021;0.178;0.375;122.732
Something's On Your Mind;['D-Train'];33;False;Solo;1;79;2006-01-01;398213;5;0;4;0.0874;0.846;0.647;7.51e-06;0.26;-7.384;0.0644;0.877;100.968
Gold;['Spandau Ballet'];65;False;Solo;1;76;2000-05-15;231480;10;0;4;0.261;0.711;0.74;0.0114;0.104;-7.776;0.036;0.638;143.047
Cum on Feel the Noize;['Quiet Riot'];69;False;Solo;1;77;1996-01-01;287400;11;0;4;0.000183;0.441;0.908;0.00328;0.0612;-4.627;0.115;0.632;145.439
In The Mood;['Rick Rose'];0;False;Solo;1;79;2004-01-01;266467;7;1;4;0.00125;0.589;0.359;0.68;0.116;-18.873;0.0305;0.223;89.964
Wet My Whistle;['Midnight Star'];30;False;Solo;1;71;2014-08-11;311053;7;0;4;0.0907;0.82;0.822;3.56e-05;0.0524;-5.335;0.0365;0.935;113.838
Baby I’m Hooked;['Con Funk Shun'];5;False;Solo;1;79;2003-06-24;357960;4;0;4;0.0846;0.319;0.691;0.0;0.935;-8.256;0.0585;0.21;187.359
Ain't Nobody;['Chaka Khan'];69;False;Solo;1;78;1996-11-08;280853;1;1;4;0.189;0.799;0.878;0.000105;0.14;-7.109;0.0434;0.816;104.284
Tell Me If You Still Care;['The S.O.S Band'];39;False;Solo;1;79;2011-01-01;416813;4;0;4;0.0769;0.583;0.781;0.00553;0.101;-10.662;0.0403;0.923;81.155
Take Me Back;['Bonnie Tyler'];26;False;Solo;1;78;2009-03-26;321213;10;1;4;0.00817;0.459;0.786;1.29e-06;0.302;-8.737;0.0355;0.551;118.255
Total Eclipse of the Heart;['Bonnie Tyler'];74;False;Solo;1;68;1999-02-08;269787;8;1;4;0.195;0.435;0.658;0.0;0.102;-8.179;0.0661;0.184;130.276
Souls;['Rick Springfield'];23;False;Solo;1;76;1999-03-20;240360;8;1;4;0.0486;0.604;0.873;0.0;0.0817;-8.262;0.0439;0.481;123.999
Touch a Four Leaf Clover;['Atlantic Starr'];19;False;Solo;1;79;2015-10-01;266253;1;0;4;0.475;0.717;0.483;4.37e-06;0.105;-13.471;0.11;0.581;78.031
Tonight, I Celebrate My Love;['Peabo Bryson with Roberta Flack'];42;False;Solo;1;78;2005-03-22;209627;3;1;4;0.753;0.439;0.35;4.16e-05;0.15;-9.639;0.0293;0.176;117.081
Making Love Out of Nothing at All;['Air Supply'];67;False;Solo;1;76;2018-02-02;341747;7;1;4;0.202;0.388;0.72;0.000288;0.283;-5.541;0.033;0.554;141.283
Telefone (Long Distance Love Affair);['Sheena Easton'];41;False;Solo;1;78;1995-04-01;222040;9;1;4;0.246;0.844;0.683;2.37e-06;0.109;-4.292;0.0883;0.899;138.068
Gloria;['The Doors'];27;False;Solo;1;76;2013-04-30;538053;9;1;4;0.17;0.534;0.33;0.000303;0.174;-14.618;0.0338;0.668;127.968
Suddenly Last Summer;['The Motels'];1;False;Solo;1;79;2010-12-21;222241;11;0;4;0.261;0.756;0.807;0.000793;0.0719;-3.969;0.0294;0.596;119.976
The Sound Of Goodbye;['Crystal Gayle'];26;False;Solo;1;79;2007-01-01;192827;8;1;4;0.172;0.503;0.697;0.0;0.291;-5.2;0.0659;0.427;208.755
Red Hot;['Herb Alpert'];19;False;Solo;1;78;2017-02-24;286105;7;1;4;0.09;0.759;0.763;0.831;0.113;-12.136;0.0537;0.65;109.351
If Love Should Go;['Streets'];4;False;Solo;1;52;2017-12-20;250840;2;1;4;0.00252;0.587;0.919;0.00117;0.333;-6.225;0.0402;0.72;125.868
Blue World;['The Moody Blues'];20;False;Solo;1;76;2014-01-01;311747;9;0;4;0.387;0.686;0.484;2.61e-05;0.123;-12.951;0.0322;0.773;127.998
I Just Can't Walk Away;['Four Tops'];5;False;Solo;1;76;2005-01-01;260427;10;1;4;0.258;0.415;0.353;2.86e-06;0.115;-13.898;0.0289;0.28;157.974
The Flyer;['Saga'];8;False;Solo;1;78;2013-09-27;251733;5;0;4;0.000118;0.36;0.965;0.00435;0.923;-4.593;0.103;0.382;142.329
Only You;['Commodores'];24;False;Solo;1;78;1995-01-01;267240;1;1;4;0.257;0.555;0.269;0.000232;0.06;-15.138;0.0324;0.16;141.768
If Anyone Falls;['Stevie Nicks'];29;False;Solo;1;78;2007-03-27;247133;0;1;4;0.316;0.532;0.888;1.44e-06;0.587;-4.228;0.031;0.602;96.499
True;['Spandau Ballet'];41;False;Solo;1;73;2009-01-01;344267;0;1;4;0.503;0.681;0.479;0.0412;0.113;-8.272;0.0242;0.343;100.037
Lady Down On Love;['Alabama'];40;False;Solo;1;79;2004-10-08;237227;5;1;4;0.849;0.348;0.0834;6.12e-06;0.123;-16.06;0.0299;0.138;82.98
The Safety Dance;['Men Without Hats'];62;False;Solo;1;75;2010-05-21;164867;5;1;4;0.0252;0.524;0.881;0.0;0.101;-4.479;0.0468;0.62;101.677
I Like;['Men Without Hats'];26;False;Solo;1;75;2012-01-01;252573;8;0;4;0.0363;0.67;0.899;3.87e-06;0.0515;-7.139;0.0405;0.834;143.048
Automatic Man;['Michael Sembello'];3;False;Solo;1;74;2018-12-07;251453;11;0;4;0.00569;0.728;0.993;6.67e-06;0.375;-6.262;0.119;0.554;128.626
Miracles;['Stacy Lattisaw'];16;False;Solo;1;78;1998-04-07;214560;4;1;4;0.387;0.496;0.488;4.17e-05;0.108;-8.007;0.0296;0.307;136.488
Dr. Heckyll & Mr. Jive;['Men At Work'];34;False;Solo;1;79;1996-01-30;276893;4;1;4;0.153;0.437;0.81;0.0;0.114;-5.396;0.0955;0.616;147.723
No One Can Love You More Than Me;['Melissa Manchester'];13;False;Solo;1;77;2004-01-01;257000;4;0;4;0.214;0.705;0.536;1.17e-05;0.523;-12.86;0.0385;0.74;96.936
How Am I Supposed to Live Without You;['Laura Branigan'];34;False;Solo;1;78;1995-06-06;263320;10;1;4;0.813;0.559;0.469;8.33e-05;0.134;-8.26;0.0355;0.185;139.079
Favorite Waste of Time;['Bette Midler'];9;False;Solo;1;75;2017-12-22;159133;7;1;4;0.085;0.59;0.811;0.0;0.465;-6.243;0.0504;0.539;115.273
Far From Over;['Frank Stallone'];12;False;Solo;1;79;2018-07-27;233099;1;1;4;0.00928;0.499;0.656;0.00103;0.556;-6.186;0.0331;0.32;164.708
Wherever I Lay My Hat (That's My Home);['Paul Young'];55;False;Solo;1;79;2003-07-01;250053;10;1;4;0.247;0.63;0.514;0.0;0.0989;-8.005;0.0521;0.477;89.128
Sweet Dreams (Are Made of This);['Eurythmics'];54;False;Solo;1;69;2007-12-10;211627;8;1;4;0.0433;0.705;0.936;0.000104;0.309;-3.111;0.0501;0.66;125.553
Lucky;['Eye To Eye'];1;False;Solo;1;78;2005-07-26;243053;10;1;4;0.12;0.655;0.79;0.000775;0.367;-7.384;0.0482;0.721;145.938
Dead Giveaway;['Shalamar'];17;False;Solo;1;71;1999-01-01;210213;0;1;4;0.053;0.59;0.877;2.83e-05;0.307;-9.018;0.0424;0.887;74.756
Guns for Hire;['AC/DC'];44;False;Solo;1;79;2010-04-29;204680;9;1;4;0.00351;0.488;0.905;0.373;0.0685;-3.789;0.0485;0.805;128.472
Tell Her No;['Juice Newton'];1;False;Solo;1;78;2017-04-24;215370;8;1;4;0.135;0.588;0.542;3.54e-05;0.141;-6.66;0.0343;0.789;143.123
Masquerade;['Berlin'];20;False;Solo;1;79;2004-01-01;257227;5;1;4;0.14;0.507;0.818;0.0;0.0869;-9.183;0.0289;0.771;153.898
Freak-A-Zoid;['Midnight Star'];21;False;Solo;1;71;2014-08-11;239813;7;1;4;0.0471;0.789;0.908;0.0168;0.0701;-6.233;0.0649;0.877;121.152
Life Gets Better;['Graham Parker'];8;False;Solo;1;79;2014-04-07;193507;7;1;4;0.199;0.621;0.706;0.0;0.135;-11.705;0.051;0.782;137.594
Hold Me 'Til The Mornin' Comes;['Paul Anka', 'Peter Cetera'];37;False;Collaboration;2;77;2013-04-05;290493;1;1;4;0.636;0.604;0.436;0.0;0.0674;-9.078;0.0323;0.304;126.788
Living On the Edge;['Jim Capaldi'];7;False;Solo;1;79;2012-04-03;281347;11;0;4;0.357;0.799;0.644;8.51e-05;0.0761;-10.167;0.035;0.973;116.207
I Don't Wanna Dance;['Ameritz Top Tributes'];19;False;Solo;1;79;2013-10-24;205960;7;1;4;0.166;0.89;0.6;0.0;0.0368;-6.866;0.0435;0.884;123.91
All I Need to Know;['Bette Midler'];0;False;Solo;1;75;2018-05-28;246640;4;1;4;0.931;0.439;0.18;0.000347;0.182;-15.23;0.0332;0.276;126.14
Is There Something I Should Know;['Duran Duran'];44;False;Solo;1;78;1998-11-09;249667;7;1;4;0.0218;0.57;0.967;6.44e-06;0.285;-4.956;0.076;0.776;124.856
Flashdance... What A Feeling;['Irene Cara'];48;False;Solo;1;79;2015-03-10;234040;7;0;4;0.124;0.644;0.624;4.22e-06;0.232;-8.137;0.0363;0.578;124.917
Never Gonna Let You Go;['Sérgio Mendes'];50;False;Solo;1;69;2004-01-01;254800;7;1;4;0.536;0.641;0.439;0.0;0.532;-10.745;0.0329;0.298;132.588
